Date,Adj_Close,bow:negative,bow:positive,bow:uncertainty,bow:litigious,bow:strong_modal,bow:weak_modal,bow:constraining,bow:complexity,tfidf:negative,tfidf:positive,tfidf:uncertainty,tfidf:litigious,tfidf:strong_modal,tfidf:weak_modal,tfidf:constraining,tfidf:complexity
2015-01-02,78.44999694824219,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-05,77.19000244140625,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-06,76.1500015258789,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-07,76.1500015258789,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-08,78.18000030517578,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-09,77.73999786376953,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-12,76.72000122070312,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-13,76.44999694824219,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-14,76.27999877929688,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
2015-01-15,74.05000305175781,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766,0.4724129909657146,30.635226045107252,0.986556640594974,1.3215376072636733,0.45275396142329616,6.655824516917495,1.3295126813062947,2.454178305919766
